<<<<<<< Updated upstream
26 79 5.647043987604504
79 26 -5.647043987604504
21 10 -1.8536573873853832
10 21 1.8536573873853832
93 90 4.153660227493379
90 93 -4.153660227493379
90 95 -2.0134873809612364
95 90 2.0134873809612364
78 30 -7.983979182159268
30 78 7.983979182159268
79 45 -4.644901743248644
45 79 4.644901743248644
84 75 8.80207141950395
75 84 -8.80207141950395
83 92 3.586577463470447
92 83 -3.586577463470447
90 70 -7.148459321852482
70 90 7.148459321852482
45 5 5.899486763805658
5 45 -5.899486763805658
10 3 -0.8268722458370079
3 10 0.8268722458370079
92 67 -1.5356843989495317
67 92 1.5356843989495317
85 78 2.372414127043656
78 85 -2.372414127043656
57 56 -1.956016302467542
56 57 1.956016302467542
45 23 5.216050238995743
23 45 -5.216050238995743
94 93 1.827835218258778
93 94 -1.827835218258778
59 69 -2.5443161368558327
69 59 2.5443161368558327
39 12 3.521269936252857
12 39 -3.521269936252857
35 64 8.902110376753297
64 35 -8.902110376753297
70 24 8.529496685796945
24 70 -8.529496685796945
79 6 -0.6815361244985296
6 79 0.6815361244985296
9 46 -4.7829498662266925
46 9 4.7829498662266925
63 19 3.6255215135889625
19 63 -3.6255215135889625
4 40 -5.988708506564393
40 4 5.988708506564393
30 64 7.7066767713606055
64 30 -7.7066767713606055
87 92 4.074683226269373
92 87 -4.074683226269373
48 36 4.986858932101981
36 48 -4.986858932101981
96 57 -6.7089749737338655
57 96 6.7089749737338655
60 28 6.781465258078528
28 60 -6.781465258078528
33 57 -7.128278511994726
57 33 7.128278511994726
71 6 4.895692539567015
6 71 -4.895692539567015
61 97 5.401247486424326
97 61 -5.401247486424326
85 23 0.4774194328888721
23 85 -0.4774194328888721
80 77 -0.46146692347205764
77 80 0.46146692347205764
89 69 -5.509829722194545
69 89 5.509829722194545
88 57 -0.1892140763372263
57 88 0.1892140763372263
1 29 6.221116276253019
29 1 -6.221116276253019
38 64 9.14683217450191
64 38 -9.14683217450191
13 88 -6.818595983238458
88 13 6.818595983238458
12 13 5.712399531653417
13 12 -5.712399531653417
28 67 0.39975136360158503
67 28 -0.39975136360158503
0 56 -8.586040196927378
56 0 8.586040196927378
92 2 -6.3319963888496575
2 92 6.3319963888496575
72 32 -3.628453275909672
32 72 3.628453275909672
84 99 1.3387595114613273
99 84 -1.3387595114613273
86 90 6.395958920584884
90 86 -6.395958920584884
2 27 2.6973205581992796
27 2 -2.6973205581992796
87 37 3.9909182142258883
37 87 -3.9909182142258883
36 89 -0.2817579263376797
89 36 0.2817579263376797
86 81 0.8139986519896116
81 86 -0.8139986519896116
67 12 -3.1552883084545904
12 67 3.1552883084545904
66 20 -2.8022179355618526
20 66 2.8022179355618526
67 75 2.8716466921002697
75 67 -2.8716466921002697
89 27 -1.663669967382945
27 89 1.663669967382945
33 1 -6.2149414189742025
1 33 6.2149414189742025
4 75 0.15262849137628187
75 4 -0.15262849137628187
24 22 -6.446300195151581
22 24 6.446300195151581
63 86 0.4405016820083827
86 63 -0.4405016820083827
60 33 7.845517320499346
33 60 -7.845517320499346
40 85 3.1285925151288483
85 40 -3.1285925151288483
79 39 -8.253162957755755
39 79 8.253162957755755
61 75 5.958101327083373
75 61 -5.958101327083373
32 44 2.1011294890694168
44 32 -2.1011294890694168
93 49 0.7964285613696789
49 93 -0.7964285613696789
7 62 8.88682224822605
62 7 -8.88682224822605
45 90 6.146487797526695
90 45 -6.146487797526695
6 21 0.218249645437552
21 6 -0.218249645437552
>>>>>>> Stashed changes
